Time (ms),ax_m_s2,ay_m_s2,az_m_s2,gx_rad_s,gy_rad_s,gz_rad_s,Voltage (V),Current (A),Pressure (Pa),Temperature (C),Altitude (m),FlightPhase
61890,-0.16,-0.13,9.65,0.001,0.021,0.012,12.410,33.35,100447.9,27.52,73.1,DISTANCE
61900,0.20,-0.04,9.88,0.014,-0.015,0.001,12.410,33.34,100448.0,27.52,73.1,DISTANCE
61910,-0.22,-0.21,9.73,-0.018,-0.009,-0.004,12.410,33.32,100448.0,27.52,73.1,DISTANCE
61920,0.13,0.30,9.63,0.024,0.008,-0.001,12.410,33.31,100448.1,27.53,73.1,DISTANCE
61930,-0.06,-0.01,9.78,0.002,0.024,0.000,12.410,33.30,100448.2,27.53,73.1,DISTANCE
61940,0.25,-0.25,9.75,0.005,-0.011,0.004,12.410,33.28,100448.3,27.53,73.1,DISTANCE
61950,-0.09,0.09,9.78,-0.018,0.020,0.009,12.410,33.27,100448.4,27.53,73.1,DISTANCE
61960,-0.30,-0.12,9.76,0.025,0.002,0.004,12.410,33.25,100448.5,27.53,73.0,DISTANCE
61970,-0.14,-0.18,9.67,-0.011,0.013,-0.002,12.410,33.24,100448.5,27.53,73.0,DISTANCE
61980,0.19,0.15,9.69,0.019,-0.014,0.004,12.410,33.22,100448.6,27.53,73.0,DISTANCE
61990,-0.01,0.29,9.63,-0.013,0.009,-0.003,12.410,33.21,100448.7,27.53,73.0,DISTANCE
62000,-0.23,-0.30,9.92,0.020,0.005,0.003,12.410,33.20,100448.8,27.53,73.0,DISTANCE
62010,0.28,-0.26,9.75,0.007,0.016,0.008,12.410,33.18,100448.9,27.53,73.0,DISTANCE
62020,0.23,0.29,9.85,0.013,0.000,0.013,12.410,33.17,100449.0,27.53,73.0,DISTANCE
62030,0.26,0.09,9.88,-0.009,0.019,-0.002,12.410,33.15,100449.0,27.53,73.0,DISTANCE
62040,-0.09,0.03,9.89,-0.012,-0.016,0.002,12.410,33.14,100449.1,27.53,73.0,DISTANCE
62050,-0.23,-0.08,9.86,0.021,-0.010,0.013,12.410,33.12,100449.2,27.53,73.0,DISTANCE
62060,-0.14,-0.17,9.73,0.015,0.013,0.011,12.411,33.11,100449.3,27.53,73.0,DISTANCE
62070,0.25,-0.30,9.63,-0.002,-0.010,0.003,12.411,33.09,100449.4,27.53,73.0,DISTANCE
62080,-0.26,0.28,9.81,0.009,0.002,0.013,12.411,33.08,100449.4,27.53,73.0,DISTANCE
62090,0.23,-0.02,9.79,-0.018,0.000,0.012,12.411,33.07,100449.5,27.53,73.0,DISTANCE
62100,0.20,0.25,9.89,-0.023,0.021,0.011,12.411,33.05,100449.6,27.53,73.0,DISTANCE
62110,0.01,0.19,9.64,-0.012,-0.012,0.014,12.411,33.04,100449.7,27.53,72.9,DISTANCE
62120,-0.10,-0.17,9.73,-0.011,-0.018,-0.004,12.411,33.02,100449.8,27.53,72.9,DISTANCE
62130,0.13,-0.09,9.63,0.011,-0.023,-0.001,12.411,33.01,100449.8,27.53,72.9,DISTANCE
62140,0.18,0.28,9.83,-0.023,-0.011,0.009,12.411,32.99,100449.9,27.53,72.9,DISTANCE
62150,0.10,0.09,9.87,-0.007,0.007,0.012,12.411,32.98,100450.0,27.53,72.9,DISTANCE
62160,-0.25,0.21,9.87,-0.013,-0.007,0.009,12.411,32.96,100450.1,27.53,72.9,DISTANCE
62170,0.10,-0.01,9.68,0.008,-0.025,-0.003,12.411,32.95,100450.1,27.53,72.9,DISTANCE
62180,-0.09,-0.10,9.77,-0.001,0.001,0.004,12.411,32.93,100450.2,27.53,72.9,DISTANCE
62190,0.16,-0.21,9.86,-0.005,0.004,-0.001,12.411,32.92,100450.3,27.53,72.9,DISTANCE
62200,-0.16,0.14,9.69,0.015,-0.011,0.000,12.411,32.90,100450.4,27.53,72.9,DISTANCE
62210,-0.18,0.23,9.65,-0.016,0.018,-0.004,12.411,32.89,100450.4,27.53,72.9,DISTANCE
62220,0.10,-0.04,9.74,0.011,-0.024,0.004,12.411,32.87,100450.5,27.53,72.9,DISTANCE
62230,0.28,-0.29,9.82,0.019,0.012,0.004,12.411,32.86,100450.6,27.53,72.9,DISTANCE
62240,0.15,-0.19,9.82,0.004,0.006,-0.004,12.411,32.84,100450.7,27.53,72.9,DISTANCE
62250,-0.07,0.09,9.86,0.008,0.016,0.011,12.411,32.83,100450.8,27.53,72.9,DISTANCE
62260,0.09,0.26,9.69,0.020,0.004,0.009,12.411,32.81,100450.8,27.53,72.8,DISTANCE
62270,-0.05,-0.02,9.71,-0.007,-0.016,0.003,12.412,32.80,100450.9,27.53,72.8,DISTANCE
62280,-0.02,-0.29,9.64,0.003,0.003,0.011,12.412,32.78,100451.0,27.53,72.8,DISTANCE
62290,0.25,0.09,9.63,0.016,0.019,0.008,12.412,32.77,100451.1,27.53,72.8,DISTANCE
62300,-0.07,-0.18,9.85,-0.008,-0.003,0.003,12.412,32.75,100451.1,27.53,72.8,DISTANCE
62310,-0.05,0.23,9.65,-0.005,0.022,0.001,12.412,32.74,100451.2,27.53,72.8,DISTANCE
62320,0.11,0.20,9.87,0.003,-0.020,-0.004,12.412,32.72,100451.3,27.53,72.8,DISTANCE
62330,-0.04,-0.08,9.93,-0.017,0.002,0.005,12.412,32.71,100451.3,27.53,72.8,DISTANCE
62340,-0.26,0.20,9.82,-0.013,0.021,-0.004,12.412,32.69,100451.4,27.53,72.8,DISTANCE
62350,0.28,0.10,9.91,0.003,-0.022,-0.005,12.412,32.68,100451.5,27.53,72.8,DISTANCE
62360,-0.24,0.18,9.77,0.011,-0.010,0.008,12.412,32.66,100451.6,27.53,72.8,DISTANCE
62370,-0.02,0.24,9.91,0.007,0.022,0.010,12.412,32.65,100451.6,27.53,72.8,DISTANCE
62380,-0.27,-0.04,9.88,0.009,0.012,0.008,12.412,32.63,100451.7,27.53,72.8,DISTANCE
62390,0.14,0.15,9.70,0.018,0.000,0.006,12.412,32.62,100451.8,27.53,72.8,DISTANCE
62400,-0.24,0.14,9.83,0.008,0.011,-0.004,12.412,32.60,100451.9,27.53,72.8,DISTANCE
62410,-0.29,-0.03,9.74,-0.009,0.003,0.013,12.412,32.58,100451.9,27.53,72.8,DISTANCE
62420,-0.19,0.08,9.91,-0.020,0.005,0.013,12.412,32.57,100452.0,27.53,72.8,DISTANCE
62430,-0.23,-0.26,9.85,-0.019,0.017,0.011,12.412,32.55,100452.1,27.53,72.7,DISTANCE
62440,-0.08,0.17,9.86,-0.023,-0.023,0.007,12.412,32.54,100452.1,27.53,72.7,DISTANCE
62450,-0.03,-0.13,9.71,0.005,0.007,0.012,12.412,32.52,100452.2,27.53,72.7,DISTANCE
62460,-0.03,-0.30,9.77,0.013,-0.008,0.010,12.413,32.51,100452.3,27.53,72.7,DISTANCE
62470,-0.26,0.11,9.79,0.003,0.001,-0.005,12.413,32.49,100452.3,27.53,72.7,DISTANCE
62480,-0.19,0.02,9.72,-0.002,0.008,0.008,12.413,32.48,100452.4,27.53,72.7,DISTANCE
62490,-0.07,-0.30,9.77,0.006,-0.000,-0.003,12.413,32.46,100452.5,27.53,72.7,DISTANCE
62500,0.27,0.11,9.73,0.001,0.005,-0.003,12.413,32.44,100452.6,27.53,72.7,DISTANCE
62510,-0.12,-0.19,9.66,0.023,0.017,-0.002,12.413,32.43,100452.6,27.53,72.7,DISTANCE
62520,-0.12,-0.09,9.91,0.022,-0.008,0.012,12.413,32.41,100452.7,27.53,72.7,DISTANCE
62530,-0.13,0.16,9.66,0.024,0.019,0.001,12.413,32.40,100452.8,27.53,72.7,DISTANCE
62540,-0.02,-0.15,9.92,0.017,-0.004,0.007,12.413,32.38,100452.8,27.53,72.7,DISTANCE
62550,-0.00,0.05,9.75,-0.014,0.012,0.008,12.413,32.37,100452.9,27.53,72.7,DISTANCE
62560,-0.29,0.10,9.84,-0.019,0.010,0.008,12.413,32.35,100453.0,27.53,72.7,DISTANCE
62570,-0.26,0.24,9.90,0.016,0.021,0.012,12.413,32.33,100453.0,27.53,72.7,DISTANCE
62580,-0.24,0.29,9.84,-0.008,0.003,0.001,12.413,32.32,100453.1,27.53,72.7,DISTANCE
62590,0.07,-0.28,9.88,-0.007,0.022,0.007,12.413,32.30,100453.2,27.53,72.7,DISTANCE
62600,0.20,-0.07,9.65,0.006,-0.014,-0.005,12.413,32.29,100453.2,27.53,72.6,DISTANCE
62610,0.19,0.19,9.90,0.022,-0.010,-0.004,12.413,32.27,100453.3,27.53,72.6,DISTANCE
62620,0.07,-0.10,9.82,-0.019,0.006,0.010,12.413,32.25,100453.4,27.53,72.6,DISTANCE
62630,-0.21,0.01,9.83,-0.003,-0.002,0.003,12.413,32.24,100453.4,27.53,72.6,DISTANCE
62640,0.05,0.19,9.77,0.014,-0.015,0.004,12.413,32.22,100453.5,27.53,72.6,DISTANCE
62650,0.04,0.11,9.82,-0.004,0.014,0.010,12.414,32.21,100453.6,27.53,72.6,DISTANCE
62660,0.28,-0.22,9.65,-0.006,-0.008,0.006,12.414,32.19,100453.6,27.53,72.6,DISTANCE
62670,0.26,-0.05,9.75,0.008,0.013,-0.003,12.414,32.17,100453.7,27.53,72.6,DISTANCE
62680,0.28,0.26,9.85,-0.015,0.018,0.008,12.414,32.16,100453.7,27.53,72.6,DISTANCE
62690,0.20,0.29,9.93,0.013,-0.001,-0.001,12.414,32.14,100453.8,27.53,72.6,DISTANCE
62700,0.08,0.22,9.85,0.009,-0.013,0.002,12.414,32.13,100453.9,27.53,72.6,DISTANCE
62710,0.12,-0.25,9.91,0.020,0.022,0.007,12.414,32.11,100453.9,27.53,72.6,DISTANCE
62720,0.10,0.18,9.92,0.006,-0.013,0.011,12.414,32.09,100454.0,27.53,72.6,DISTANCE
62730,0.22,0.26,9.90,0.016,-0.008,0.009,12.414,32.08,100454.1,27.53,72.6,DISTANCE
62740,0.24,0.29,9.81,0.007,-0.002,0.010,12.414,32.06,100454.1,27.53,72.6,DISTANCE
62750,0.01,-0.22,9.93,-0.009,-0.005,0.006,12.414,32.05,100454.2,27.53,72.6,DISTANCE
62760,-0.05,0.19,9.79,0.010,-0.002,0.002,12.414,32.03,100454.3,27.53,72.6,DISTANCE
62770,0.23,0.08,9.83,0.013,-0.015,0.006,12.414,32.01,100454.3,27.53,72.6,DISTANCE
62780,-0.14,-0.14,9.72,-0.008,-0.014,-0.001,12.414,32.00,100454.4,27.53,72.6,DISTANCE
62790,0.19,-0.15,9.70,-0.021,-0.024,0.006,12.414,31.98,100454.4,27.53,72.5,DISTANCE
62800,0.02,0.16,9.78,-0.002,-0.017,-0.004,12.414,31.96,100454.5,27.53,72.5,DISTANCE
62810,0.04,-0.10,9.76,-0.016,0.014,0.013,12.414,31.95,100454.6,27.53,72.5,DISTANCE
62820,0.17,-0.21,9.85,-0.004,0.009,0.006,12.414,31.93,100454.6,27.53,72.5,DISTANCE
62830,-0.29,-0.09,9.82,-0.014,0.016,0.010,12.415,31.91,100454.7,27.53,72.5,DISTANCE
62840,-0.09,0.15,9.79,-0.004,-0.014,-0.006,12.415,31.90,100454.7,27.53,72.5,DISTANCE
62850,0.17,-0.02,9.66,0.014,-0.021,0.006,12.415,31.88,100454.8,27.53,72.5,DISTANCE
62860,-0.01,-0.18,9.68,0.011,-0.006,0.013,12.415,31.87,100454.9,27.53,72.5,DISTANCE
62870,0.05,-0.08,9.79,0.003,-0.021,-0.001,12.415,31.85,100454.9,27.53,72.5,DISTANCE
62880,0.02,0.27,9.85,0.021,0.000,-0.000,12.415,31.83,100455.0,27.53,72.5,DISTANCE
62890,-0.24,0.13,9.88,0.024,0.008,0.012,12.415,31.82,100455.0,27.53,72.5,DISTANCE
62900,-0.04,-0.07,9.79,-0.001,-0.015,0.002,12.415,31.80,100455.1,27.53,72.5,DISTANCE
62910,0.20,0.21,9.71,-0.001,-0.017,-0.004,12.415,31.78,100455.1,27.53,72.5,DISTANCE
62920,0.07,0.15,9.69,0.016,0.016,0.000,12.415,31.77,100455.2,27.53,72.5,DISTANCE
62930,-0.03,-0.12,9.66,0.023,0.021,0.007,12.415,31.75,100455.3,27.53,72.5,DISTANCE
62940,0.04,0.15,9.71,-0.020,-0.004,0.003,12.415,31.73,100455.3,27.53,72.5,DISTANCE
62950,0.26,0.10,9.65,0.020,-0.024,0.012,12.415,31.72,100455.4,27.53,72.5,DISTANCE
62960,-0.03,0.16,9.85,-0.011,0.010,-0.003,12.415,31.70,100455.4,27.53,72.5,DISTANCE
62970,0.21,0.01,9.79,0.020,0.002,0.008,12.415,31.68,100455.5,27.53,72.5,DISTANCE
62980,0.18,0.24,9.76,0.012,-0.015,-0.004,12.415,31.67,100455.5,27.53,72.5,DISTANCE
62990,-0.26,0.07,9.74,0.007,-0.016,-0.002,12.415,31.65,100455.6,27.53,72.4,DISTANCE
63000,-0.20,-0.03,9.72,-0.020,0.016,-0.001,12.415,31.63,100455.7,27.53,72.4,DISTANCE
63010,-0.26,0.12,9.84,0.025,0.005,-0.006,12.416,31.62,100455.7,27.53,72.4,DISTANCE
63020,-0.22,-0.19,9.88,0.012,-0.002,0.012,12.416,31.60,100455.8,27.53,72.4,DISTANCE
63030,0.20,0.28,9.89,0.012,-0.014,0.007,12.416,31.58,100455.8,27.53,72.4,DISTANCE
63040,-0.24,-0.05,9.85,-0.020,-0.021,-0.005,12.416,31.56,100455.9,27.53,72.4,DISTANCE
63050,0.09,-0.15,9.64,-0.007,0.016,0.009,12.416,31.55,100455.9,27.53,72.4,DISTANCE
63060,-0.08,0.10,9.87,0.003,-0.015,0.006,12.416,31.53,100456.0,27.53,72.4,DISTANCE
63070,-0.28,0.19,9.85,0.004,0.017,0.000,12.416,31.51,100456.0,27.53,72.4,DISTANCE
63080,0.08,-0.07,9.86,-0.016,-0.010,0.002,12.416,31.50,100456.1,27.53,72.4,DISTANCE
63090,-0.27,-0.20,9.75,-0.015,-0.017,-0.006,12.416,31.48,100456.1,27.53,72.4,DISTANCE
63100,-0.14,0.01,9.78,0.003,0.011,0.007,12.416,31.46,100456.2,27.53,72.4,DISTANCE
63110,0.10,-0.00,9.86,-0.017,0.002,0.004,12.416,31.45,100456.3,27.53,72.4,DISTANCE
63120,0.07,-0.20,9.76,0.020,0.014,0.001,12.416,31.43,100456.3,27.53,72.4,DISTANCE
63130,0.01,0.23,9.85,0.015,-0.015,0.006,12.416,31.41,100456.4,27.53,72.4,DISTANCE
63140,0.27,0.25,9.66,-0.010,-0.003,0.013,12.416,31.39,100456.4,27.53,72.4,DISTANCE
63150,0.02,0.02,9.68,-0.006,-0.021,0.005,12.416,31.38,100456.5,27.53,72.4,DISTANCE
63160,0.13,0.13,9.66,0.007,-0.019,0.009,12.416,31.36,100456.5,27.53,72.4,DISTANCE
63170,0.28,-0.01,9.81,0.024,0.024,0.000,12.416,31.34,100456.6,27.53,72.4,DISTANCE
63180,-0.22,0.19,9.72,-0.011,-0.023,0.003,12.417,31.33,100456.6,27.53,72.4,DISTANCE
63190,-0.03,0.07,9.87,0.020,0.017,0.007,12.417,31.31,100456.7,27.53,72.4,DISTANCE
63200,0.24,0.24,9.69,-0.006,-0.021,0.005,12.417,31.29,100456.7,27.53,72.4,DISTANCE
63210,-0.29,0.11,9.84,-0.017,0.002,0.003,12.417,31.27,100456.8,27.53,72.4,DISTANCE
63220,0.30,0.17,9.78,-0.008,-0.007,0.010,12.417,31.26,100456.8,27.53,72.3,DISTANCE
63230,0.05,0.20,9.82,0.023,0.004,-0.001,12.417,31.24,100456.9,27.53,72.3,DISTANCE
63240,-0.14,-0.11,9.76,-0.002,0.010,0.012,12.417,31.22,100456.9,27.53,72.3,DISTANCE
63250,0.24,-0.03,9.66,-0.018,0.004,0.009,12.417,31.21,100457.0,27.53,72.3,DISTANCE
63260,-0.09,-0.30,9.77,0.017,0.010,0.002,12.417,31.19,100457.0,27.53,72.3,DISTANCE
63270,0.01,0.01,9.90,0.025,0.011,0.012,12.417,31.17,100457.1,27.53,72.3,DISTANCE
63280,0.23,-0.26,9.67,-0.008,-0.014,0.004,12.417,31.15,100457.1,27.53,72.3,DISTANCE
63290,-0.23,-0.16,9.87,0.018,0.023,-0.003,12.417,31.14,100457.2,27.53,72.3,DISTANCE
63300,-0.12,-0.28,9.72,0.001,-0.008,-0.001,12.417,31.12,100457.2,27.53,72.3,DISTANCE
63310,-0.05,-0.15,9.87,0.012,-0.024,0.005,12.417,31.10,100457.2,27.53,72.3,DISTANCE
63320,0.19,-0.22,9.90,0.019,-0.009,0.009,12.417,31.08,100457.3,27.53,72.3,DISTANCE
63330,-0.05,-0.26,9.75,0.008,0.005,-0.006,12.417,31.07,100457.3,27.53,72.3,DISTANCE
63340,0.29,0.27,9.79,-0.015,-0.001,0.009,12.417,31.05,100457.4,27.53,72.3,DISTANCE
63350,-0.13,0.20,9.87,-0.019,-0.014,-0.002,12.418,31.03,100457.4,27.53,72.3,DISTANCE
63360,0.16,-0.06,9.64,-0.008,-0.003,0.012,12.418,31.01,100457.5,27.53,72.3,DISTANCE
63370,0.12,-0.04,9.76,0.015,0.015,0.002,12.418,31.00,100457.5,27.53,72.3,DISTANCE
63380,0.16,-0.28,9.68,0.018,-0.002,0.008,12.418,30.98,100457.6,27.53,72.3,DISTANCE
63390,-0.29,0.04,9.83,0.018,-0.012,-0.002,12.418,30.96,100457.6,27.53,72.3,DISTANCE
63400,-0.12,0.27,9.84,-0.005,-0.001,0.008,12.418,30.94,100457.7,27.53,72.3,DISTANCE
63410,-0.17,-0.21,9.71,0.008,0.009,0.011,12.418,30.93,100457.7,27.53,72.3,DISTANCE
63420,-0.04,-0.24,9.91,0.005,-0.000,0.005,12.418,30.91,100457.8,27.53,72.3,DISTANCE
63430,0.23,0.17,9.76,-0.019,0.012,0.003,12.418,30.89,100457.8,27.53,72.3,DISTANCE
63440,-0.27,-0.08,9.83,-0.017,0.010,0.004,12.418,30.87,100457.8,27.53,72.3,DISTANCE
63450,0.09,-0.14,9.93,0.005,-0.005,-0.003,12.418,30.86,100457.9,27.53,72.3,DISTANCE
63460,-0.05,-0.26,9.78,0.019,0.022,0.005,12.418,30.84,100457.9,27.53,72.3,DISTANCE
63470,-0.02,0.09,9.75,0.007,0.012,0.007,12.418,30.82,100458.0,27.53,72.3,DISTANCE
63480,0.30,0.05,9.67,-0.007,-0.005,0.007,12.418,30.80,100458.0,27.53,72.2,DISTANCE
63490,-0.11,0.26,9.88,0.002,-0.025,-0.005,12.418,30.79,100458.1,27.53,72.2,DISTANCE
63500,0.04,0.14,9.69,0.009,0.022,0.012,12.418,30.77,100458.1,27.53,72.2,DISTANCE
63510,-0.19,0.05,9.76,-0.009,0.005,0.011,12.418,30.75,100458.1,27.53,72.2,DISTANCE
63520,-0.05,0.19,9.76,-0.002,0.005,0.003,12.419,30.73,100458.2,27.53,72.2,DISTANCE
63530,0.29,0.27,9.80,-0.014,0.019,0.007,12.419,30.72,100458.2,27.53,72.2,DISTANCE
63540,0.08,0.17,9.78,0.022,0.007,0.004,12.419,30.70,100458.3,27.53,72.2,DISTANCE
63550,0.29,-0.16,9.76,-0.015,0.019,-0.002,12.419,30.68,100458.3,27.53,72.2,DISTANCE
63560,0.27,0.24,9.78,0.013,-0.001,0.009,12.419,30.66,100458.3,27.53,72.2,DISTANCE
63570,0.28,-0.15,9.83,0.019,-0.024,0.002,12.419,30.64,100458.4,27.53,72.2,DISTANCE
63580,0.21,-0.22,9.94,-0.013,-0.001,0.005,12.419,30.63,100458.4,27.53,72.2,DISTANCE
63590,-0.18,0.04,9.79,0.020,-0.018,-0.007,12.419,30.61,100458.5,27.53,72.2,DISTANCE
63600,-0.07,-0.29,9.68,-0.013,0.020,-0.006,12.419,30.59,100458.5,27.53,72.2,DISTANCE
63610,0.27,-0.21,9.94,-0.021,-0.016,0.009,12.419,30.57,100458.5,27.53,72.2,DISTANCE
63620,0.26,0.22,9.67,-0.015,-0.004,0.012,12.419,30.56,100458.6,27.53,72.2,DISTANCE
63630,-0.08,0.03,9.68,0.008,-0.008,0.002,12.419,30.54,100458.6,27.53,72.2,DISTANCE
63640,-0.11,0.16,9.87,-0.006,-0.025,0.004,12.419,30.52,100458.7,27.53,72.2,DISTANCE
63650,0.02,-0.28,9.88,0.000,0.007,0.003,12.419,30.50,100458.7,27.53,72.2,DISTANCE
63660,0.19,0.09,9.80,-0.000,0.023,0.012,12.419,30.48,100458.7,27.53,72.2,DISTANCE
63670,-0.19,0.15,9.70,-0.021,0.019,0.002,12.419,30.47,100458.8,27.53,72.2,DISTANCE
63680,-0.18,-0.01,9.92,-0.017,-0.007,-0.007,12.420,30.45,100458.8,27.53,72.2,DISTANCE
63690,0.20,0.10,9.78,0.005,0.003,0.005,12.420,30.43,100458.8,27.53,72.2,DISTANCE
63700,0.02,0.23,9.77,-0.020,0.000,-0.004,12.420,30.41,100458.9,27.53,72.2,DISTANCE
63710,-0.23,0.25,9.81,-0.007,0.024,0.002,12.420,30.39,100458.9,27.53,72.2,DISTANCE
63720,-0.13,-0.16,9.85,0.012,0.003,0.009,12.420,30.38,100458.9,27.53,72.2,DISTANCE
63730,0.01,0.13,9.65,0.002,0.003,0.004,12.420,30.36,100459.0,27.53,72.2,DISTANCE
63740,0.12,-0.28,9.65,-0.004,0.001,0.002,12.420,30.34,100459.0,27.53,72.2,DISTANCE
63750,0.05,-0.22,9.66,0.002,0.020,0.006,12.420,30.32,100459.1,27.53,72.2,DISTANCE
63760,0.23,0.29,9.75,0.022,0.017,0.004,12.420,30.30,100459.1,27.53,72.2,DISTANCE
63770,-0.08,-0.30,9.84,0.012,0.014,0.010,12.420,30.29,100459.1,27.53,72.2,DISTANCE
63780,0.27,0.24,9.73,0.001,0.009,0.008,12.420,30.27,100459.2,27.53,72.2,DISTANCE
63790,-0.05,0.11,9.67,-0.015,0.017,0.005,12.420,30.25,100459.2,27.53,72.2,DISTANCE
63800,-0.23,-0.25,9.85,0.001,-0.019,-0.006,12.420,30.23,100459.2,27.53,72.1,DISTANCE
63810,0.28,-0.03,9.86,0.018,0.006,0.012,12.420,30.21,100459.3,27.53,72.1,DISTANCE
63820,-0.22,-0.16,9.90,-0.001,0.002,0.012,12.420,30.20,100459.3,27.53,72.1,DISTANCE
63830,0.09,-0.15,9.71,-0.008,0.008,-0.008,12.420,30.18,100459.3,27.53,72.1,DISTANCE
63840,0.04,-0.20,9.69,0.014,0.008,0.008,12.421,30.16,100459.4,27.53,72.1,DISTANCE
63850,-0.21,0.03,9.69,-0.019,0.004,0.005,12.421,30.14,100459.4,27.53,72.1,DISTANCE
63860,-0.20,0.20,9.77,-0.002,0.024,0.008,12.421,30.12,100459.4,27.53,72.1,DISTANCE
63870,-0.27,0.27,9.66,0.003,0.004,0.006,12.421,30.10,100459.5,27.53,72.1,DISTANCE
63880,-0.20,-0.00,9.67,0.020,0.015,0.011,12.421,30.09,100459.5,27.53,72.1,DISTANCE
63890,-0.05,0.09,9.83,-0.022,-0.003,0.005,12.421,30.07,100459.5,27.53,72.1,DISTANCE
63900,-0.04,-0.13,9.85,-0.003,0.021,0.000,12.421,30.05,100459.5,27.53,72.1,DISTANCE
63910,0.30,0.14,9.72,-0.004,-0.020,-0.003,12.421,30.03,100459.6,27.53,72.1,DISTANCE
63920,-0.24,0.14,9.83,0.009,-0.018,-0.002,12.421,30.01,100459.6,27.53,72.1,DISTANCE
63930,0.10,-0.01,9.88,-0.021,0.009,0.000,12.421,30.00,100459.6,27.53,72.1,DISTANCE
63940,0.08,0.21,9.88,-0.024,-0.023,-0.008,12.421,29.98,100459.7,27.53,72.1,DISTANCE
63950,0.16,-0.25,9.70,0.010,-0.017,-0.000,12.421,29.96,100459.7,27.53,72.1,DISTANCE
63960,-0.15,0.29,9.80,-0.009,0.024,-0.003,12.421,29.94,100459.7,27.53,72.1,DISTANCE
63970,-0.26,-0.03,9.80,0.007,-0.019,0.004,12.421,29.92,100459.8,27.53,72.1,DISTANCE
63980,0.10,0.05,9.78,0.021,0.004,-0.000,12.421,29.90,100459.8,27.53,72.1,DISTANCE
63990,-0.29,-0.02,9.75,-0.013,0.020,-0.003,12.421,29.89,100459.8,27.53,72.1,DISTANCE
64000,0.14,0.11,9.85,0.021,-0.008,0.004,12.422,29.87,100459.8,27.53,72.1,DISTANCE
64010,-0.20,-0.20,9.66,0.002,-0.012,-0.007,12.422,29.85,100459.9,27.53,72.1,DISTANCE
64020,-0.17,-0.09,9.80,0.002,0.006,0.004,12.422,29.83,100459.9,27.53,72.1,DISTANCE
64030,-0.28,-0.08,9.77,-0.006,0.002,-0.008,12.422,29.81,100459.9,27.53,72.1,DISTANCE
64040,0.05,-0.11,9.67,0.006,0.022,-0.001,12.422,29.79,100460.0,27.53,72.1,DISTANCE
64050,0.06,-0.18,9.94,0.024,-0.018,0.006,12.422,29.78,100460.0,27.53,72.1,DISTANCE
64060,-0.27,-0.02,9.66,0.009,0.004,-0.004,12.422,29.76,100460.0,27.53,72.1,DISTANCE
64070,0.03,0.09,9.68,-0.002,0.007,0.011,12.422,29.74,100460.0,27.53,72.1,DISTANCE
64080,-0.21,-0.24,9.79,0.018,0.018,-0.002,12.422,29.72,100460.1,27.53,72.1,DISTANCE
64090,-0.19,0.10,9.65,0.014,0.016,-0.004,12.422,29.70,100460.1,27.53,72.1,DISTANCE
64100,0.27,-0.09,9.87,-0.018,-0.001,-0.002,12.422,29.68,100460.1,27.53,72.1,DISTANCE
64110,0.15,0.09,9.85,0.005,0.004,0.010,12.422,29.67,100460.1,27.53,72.1,DISTANCE
64120,-0.24,0.10,9.69,-0.006,0.001,-0.002,12.422,29.65,100460.2,27.53,72.1,DISTANCE
64130,0.29,0.05,9.65,-0.005,-0.016,0.010,12.422,29.63,100460.2,27.53,72.1,DISTANCE
64140,-0.29,-0.18,9.69,0.006,0.002,-0.003,12.422,29.61,100460.2,27.53,72.1,DISTANCE
64150,-0.21,-0.16,9.74,0.003,0.021,-0.005,12.422,29.59,100460.2,27.53,72.1,DISTANCE
64160,0.25,0.15,9.82,0.007,-0.022,0.004,12.423,29.57,100460.3,27.53,72.1,DISTANCE
64170,-0.08,-0.11,9.82,-0.013,0.014,0.006,12.423,29.55,100460.3,27.53,72.1,DISTANCE
64180,-0.28,-0.28,9.95,-0.021,-0.006,-0.006,12.423,29.54,100460.3,27.53,72.1,DISTANCE
64190,-0.16,-0.10,9.69,-0.023,-0.019,-0.006,12.423,29.52,100460.3,27.53,72.1,DISTANCE
64200,0.17,0.30,9.81,0.008,-0.012,-0.002,12.423,29.50,100460.3,27.53,72.1,DISTANCE
64210,-0.07,0.10,9.78,0.015,0.007,-0.009,12.423,29.48,100460.4,27.53,72.1,DISTANCE
64220,0.29,0.30,9.87,0.010,0.022,0.008,12.423,29.46,100460.4,27.53,72.1,DISTANCE
64230,0.28,0.07,9.90,-0.004,0.011,0.001,12.423,29.44,100460.4,27.53,72.0,DISTANCE
64240,0.19,0.27,9.82,0.017,-0.003,-0.004,12.423,29.42,100460.4,27.53,72.0,DISTANCE
64250,0.24,0.28,9.80,-0.008,-0.018,-0.008,12.423,29.41,100460.5,27.53,72.0,DISTANCE
64260,-0.03,0.20,9.73,0.008,0.001,-0.004,12.423,29.39,100460.5,27.53,72.0,DISTANCE
64270,-0.13,0.27,9.69,-0.015,-0.022,0.001,12.423,29.37,100460.5,27.53,72.0,DISTANCE
64280,0.02,-0.28,9.85,0.008,0.010,-0.003,12.423,29.35,100460.5,27.53,72.0,DISTANCE
64290,0.13,0.19,9.78,0.024,-0.008,0.011,12.423,29.33,100460.5,27.53,72.0,DISTANCE
64300,-0.07,-0.01,9.89,0.017,-0.019,0.001,12.423,29.31,100460.6,27.53,72.0,DISTANCE
64310,0.24,0.12,9.75,-0.002,0.023,-0.009,12.424,29.29,100460.6,27.53,72.0,DISTANCE
